case_id,court_type,case_type,document_text,num_words,num_sentences,avg_sentence_length,num_clauses,risk_score,contains_penalty_clause,contains_liability_clause,contains_arbitration_clause,legal_complexity_score,readability_score,tfidf_feature_1,tfidf_feature_2,tfidf_feature_3,named_entities_count,judgement_length,risk_label
CASE_1750,Supreme,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",697,118,10.340383069215601,36,0.7316898999016166,1,0,1,0.6864261166067808,4.859198217243154,0.8065437045886165,0.6823479103684658,0.6875628489260601,19,2743,Low
CASE_1751,District,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",598,117,22.789924689890185,18,0.45611748788216067,1,0,1,0.2598772457669546,2.4090159977071868,0.9233960707142936,0.6790353367669117,0.8440910640858955,9,1950,High
CASE_1752,District,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",354,18,10.407686860514335,20,0.48973189392429095,1,1,1,0.37849076433467765,83.0436277994768,0.6368024021083815,0.2388737589685237,0.8127273091262022,12,3087,Low
CASE_1753,Supreme,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1044,113,14.821450029896987,22,0.923380289090194,0,0,1,0.2402217730180397,85.95561468296356,0.3692238449836993,0.5394424262301437,0.8242906947452725,19,1755,High
CASE_1754,District,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",918,53,23.6192736021489,25,0.36158051130994584,1,0,0,0.26674969660018744,41.16217236437394,0.42254202063283997,0.8142328815868125,0.0714685317559367,16,1278,Low
CASE_1755,Supreme,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1230,50,12.015787862970612,18,0.55249134685981,0,0,0,0.948784337391319,67.03856014285434,0.5302523874992523,0.459159056234673,0.8142080215172977,5,715,Low
CASE_1756,High,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",510,29,13.15114005971789,26,0.1275808691646675,0,1,0,0.03481824028611069,32.83854861552474,0.9634594518795768,0.011330972260723438,0.45696027139293194,5,4835,High
CASE_1757,Supreme,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",353,59,24.444644117139045,35,0.7520066589551806,0,0,1,0.17725255282507468,54.88695980894214,0.7242762826593853,0.5287838063988325,0.806391789234674,3,515,Low
CASE_1758,Supreme,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",1395,28,14.256187201141213,9,0.9928075626238295,0,0,0,0.281768033196396,24.257804611999845,0.1137419846990575,0.7652412893821542,0.36081754302049673,16,3038,High
CASE_1759,Supreme,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1593,122,18.17825228532328,27,0.7150517211688737,1,1,1,0.015891698737518944,23.149316909543828,0.6392196753623909,0.1197309389748894,0.7906776173900062,4,2668,High
CASE_1760,High,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1846,113,11.022635795205922,24,0.6738092762278693,0,0,0,0.5859123337170747,48.08986425178693,0.031213299640093117,0.5251441507080025,0.10331462494584898,14,2979,Low
CASE_1761,Supreme,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1060,95,17.339450832151872,9,0.41072519591066226,1,0,1,0.8118586922975587,96.46497776088412,0.6185326870318136,0.7998846545609322,0.08906865733988856,4,4826,Medium
CASE_1762,District,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1675,70,12.888029194366752,39,0.3927596561276553,0,1,0,0.8091664608528617,34.97398889736376,0.9192611935985008,0.6865740145034921,0.1879523660237824,1,1082,Low
CASE_1763,High,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",1689,58,24.524511910463886,20,0.813044599504364,1,0,1,0.23497903150279875,27.347408959719743,0.9766749503648996,0.48630837633749335,0.05480118441657145,7,3384,High
CASE_1764,District,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1326,107,19.678804120634148,11,0.5219666057022829,0,1,1,0.7987360710903728,20.047523777095677,0.892606906670425,0.7736239574882403,0.7342541004437598,2,726,High
CASE_1765,High,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",500,51,11.620794526877782,25,0.0331792491178432,1,1,0,0.2523543307327011,7.589288409240103,0.4535371942507883,0.059646224235872736,0.06167312344880338,19,4834,Medium
CASE_1766,District,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",1154,87,21.50358685175657,43,0.06619812571635819,1,1,0,0.4729229632234644,10.123574648685263,0.8943704740508452,0.3315274654189473,0.9498422094955663,5,4197,Low
CASE_1767,High,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",1652,130,19.205828949971227,14,0.37639141469077575,1,0,0,0.5680500541267541,49.91872204359385,0.7449682671102453,0.5115726115759427,0.46045338391983914,18,1515,Medium
CASE_1768,High,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",1184,89,12.04875722971531,8,0.5440940833189497,0,0,1,0.6841881128097417,45.69665077754156,0.7834942766319793,0.12099637916611461,0.44763224098711907,10,1529,Low
CASE_1769,District,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",805,112,18.76570609596866,36,0.14638772871222883,0,0,1,0.1516045757600707,69.37620526467127,0.40902141295376404,0.3555764701376547,0.6017436584153022,12,2052,Low
CASE_1770,Supreme,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1986,144,15.899632933963058,27,0.22071170622424896,1,0,1,0.2772934711288799,84.950916989494,0.5822864653561941,0.7830262586694106,0.8060201369195678,6,663,Medium
CASE_1771,High,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",1517,99,10.508760841346016,31,0.9663236241493414,0,1,1,0.08843314465635943,6.781406117553934,0.30985198158881566,0.7254639585990176,0.6144966815337125,14,1080,High
CASE_1772,High,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",1999,29,14.179550250037899,39,0.9634208876851145,0,0,0,0.6931082348271284,43.102562398271886,0.5201304570911722,0.07056649752068322,0.5204895497618783,9,3497,Low
CASE_1773,High,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",795,93,11.224881110120524,14,0.3527375805992231,0,0,0,0.9640185193911887,95.39404176670782,0.6503300296027908,0.1770145734020836,0.9052526886595289,16,4000,Low
CASE_1774,Supreme,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",1284,82,24.17467492957808,40,0.5592032001363201,0,1,1,0.39524986799352857,60.60316529913866,0.22244720352612068,0.5867536558248417,0.46902631990726773,6,4250,Medium
CASE_1775,High,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1895,22,23.391634742095334,17,0.8577316438734675,1,1,0,0.44580741887113273,73.6449682607568,0.9637502749907128,0.2922691704306424,0.9021942420018275,9,4305,High
CASE_1776,District,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",484,94,16.656547042194077,28,0.6294674039985576,1,0,0,0.4005271032759211,78.96687928505034,0.5436848585456633,0.7098916563543707,0.9703516106412458,16,1242,Medium
CASE_1777,Supreme,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",318,121,21.97718819870886,48,0.6446068097232839,0,0,0,0.7573517007766589,75.5089490638171,0.21432182503764874,0.14894447707143887,0.06449152724106122,15,1489,Low
CASE_1778,Supreme,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",787,61,20.259649303179472,49,0.3967350428693406,1,0,1,0.8093778106834627,29.235616543196375,0.7654395350102151,0.2770160935988968,0.3847204398542383,10,610,Medium
CASE_1779,District,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",493,78,22.12435382298375,16,0.5755801689536918,1,1,0,0.3471338336149522,51.6184532730455,0.2460586924098136,0.3252746644934439,0.2002220492813912,2,3041,High
CASE_1780,Supreme,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1772,131,21.277879495615103,22,0.561079670653259,1,0,0,0.3879383486258774,46.77961827893217,0.6503350624402426,0.5977437321802384,0.9101279762590543,14,4214,Medium
CASE_1781,District,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",998,45,14.188162581995336,38,0.9824869237181125,0,0,1,0.26419848512150934,9.37177905490082,0.8284681816799498,0.4177230612788425,0.41454600270501885,17,652,Medium
CASE_1782,District,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",604,147,18.30043196457379,49,0.48105671901280844,0,0,1,0.11086439721489871,29.095834020201295,0.5053159615405811,0.49109962627180725,0.1523752213933468,10,2670,Medium
CASE_1783,High,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",762,32,21.213569160965534,11,0.39448602665216714,0,1,1,0.8876105536681417,6.718205131957344,0.5478162919143548,0.8111297251709567,0.7118488561281141,2,4634,High
CASE_1784,District,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",1210,141,11.56914404528321,29,0.5063959997160147,1,0,0,0.9300226165453735,26.90474950267695,0.3129036785943011,0.04604359667301261,0.3037807711011262,10,2874,Low
CASE_1785,District,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",1935,100,14.08051570564135,49,0.7646027120377031,1,0,1,0.12917186340176623,89.74596984354535,0.21659108024600138,0.29273101818839564,0.4950259564968429,2,3789,Medium
CASE_1786,District,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",582,20,13.92850235288137,46,0.44360527899550417,1,1,1,0.9729811550001739,40.46415711313832,0.07551767611830862,0.8829019250694095,0.10099851432879836,3,4852,High
CASE_1787,Supreme,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1162,76,16.487049500995482,15,0.02304354785100493,0,0,0,0.6138719090713765,18.007551481274643,0.9598724828163734,0.7331314798768755,0.8471894627233384,12,2052,Low
CASE_1788,Supreme,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",291,11,12.038252624829632,43,0.5764972707751429,1,1,1,0.9493464141410585,55.99316948904281,0.7809911178458837,0.428858803016287,0.3107061437556792,3,2464,Medium
CASE_1789,District,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1200,49,16.54865424743459,24,0.9953723220937546,0,1,0,0.9609445338579199,37.10825647924014,0.16150672800377475,0.9990015484426985,0.8932024313866239,2,4633,Medium
CASE_1790,High,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",789,66,11.136538728850205,13,0.10031734055495511,1,1,0,0.6453467270618144,94.83431564990885,0.2283476928845034,0.9403775849853253,0.5760668030785907,8,3400,Low
CASE_1791,Supreme,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1643,143,13.755051081169938,27,0.5389252709278695,1,1,1,0.7355442800429282,93.47432614328962,0.7032341101396973,0.5106724485363132,0.3779041766108584,6,2084,Medium
CASE_1792,Supreme,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1292,81,20.541414093404455,10,0.45365506888956164,1,1,1,0.7247986273451044,68.54617334452628,0.15527674218307919,0.9173151512892546,0.00578656204236494,11,717,High
CASE_1793,High,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1691,111,19.820571095542146,30,0.8939409860723466,0,0,1,0.8105744970469471,37.97572369272246,0.6109756549257904,0.5395225194631387,0.7646546560089013,13,4018,High
CASE_1794,District,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1058,90,14.733052314467429,44,0.506508694023164,1,0,1,0.292672954584578,89.84058228595102,0.43955175782066613,0.3618969425834285,0.4112061146713153,14,2304,Medium
CASE_1795,High,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1125,103,22.637762743949857,46,0.82520897960673,0,1,0,0.9376277203842206,88.04225121859456,0.1740841686336616,0.11030646143928391,0.7777204649738805,3,2394,Medium
CASE_1796,High,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",867,11,24.46945720173901,41,0.9288702520551569,0,1,1,0.9153605270469615,19.389060543690228,0.8938030057945086,0.16299244310931105,0.338518217729478,17,2988,Low
CASE_1797,District,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",930,140,12.768219365811042,45,0.027422586816965078,0,1,1,0.7438956534425583,49.171178878254494,0.3016132298440324,0.5601874294730352,0.9378588892705704,19,3798,Low
CASE_1798,District,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",473,40,20.385287396964095,5,0.7120710762042111,1,0,1,0.5993293614697394,64.25895784055756,0.3097373744641615,0.7021798469710379,0.0024024624021783403,15,712,Medium
CASE_1799,District,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",576,111,16.443651308534076,19,0.7185221014050701,1,1,0,0.7319610863575721,68.44078408657627,0.41134906057567633,0.9846611951589149,0.2790598816544103,13,1242,Medium
CASE_1800,District,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1199,44,23.016544722105884,10,0.7415897186319361,0,0,0,0.690165877738177,55.688304806917714,0.6801602884891521,0.16958122750121463,0.6123588615827534,17,3913,High
